Name,Review,Date,Star Rating,restaurant
Lamar O [Upgrade to see in full],My new  [Upgrade to see in full],9/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Brian C [Upgrade to see in full],"Cozy, d [Upgrade to see in full]",4/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Jedrzej [Upgrade to see in full],Incredi [Upgrade to see in full],12/5/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Lynn L.,First t [Upgrade to see in full],10/20/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
patrick [Upgrade to see in full],Well do [Upgrade to see in full],1/6/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Ian C.,"Ok, not [Upgrade to see in full]",6/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
J I.,This pl [Upgrade to see in full],4/3/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Fatima  [Upgrade to see in full],I went  [Upgrade to see in full],10/4/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
L G.,The dec [Upgrade to see in full],5/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Soraya  [Upgrade to see in full],The foo [Upgrade to see in full],11/4/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Yemi O.,The foo [Upgrade to see in full],10/17/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Mary C.,This is [Upgrade to see in full],1/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Bree R.,Incroya [Upgrade to see in full],10/10/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Mimi F.,This is [Upgrade to see in full],8/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Suzette [Upgrade to see in full],Amazing [Upgrade to see in full],1/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Mary G.,The foo [Upgrade to see in full],4/23/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Lee Lee [Upgrade to see in full],I order [Upgrade to see in full],5/18/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
Carmine [Upgrade to see in full],Amazing [Upgrade to see in full],4/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Dan T.,Aside f [Upgrade to see in full],9/16/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
Rasoari [Upgrade to see in full],Because [Upgrade to see in full],10/12/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Lamar O [Upgrade to see in full],My new  [Upgrade to see in full],9/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Brian M [Upgrade to see in full],In West [Upgrade to see in full],1/8/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
Jerrell [Upgrade to see in full],I had d [Upgrade to see in full],12/3/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Elena M [Upgrade to see in full],The foo [Upgrade to see in full],11/16/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
E O.,Great f [Upgrade to see in full],6/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Dominik [Upgrade to see in full],I will  [Upgrade to see in full],7/25/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Stephen [Upgrade to see in full],Loved L [Upgrade to see in full],3/7/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Lynx M.,Call ah [Upgrade to see in full],6/1/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
Uhura B [Upgrade to see in full],By far  [Upgrade to see in full],2/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Ashley  [Upgrade to see in full],Yum! Wh [Upgrade to see in full],12/6/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Ginny C [Upgrade to see in full],The mea [Upgrade to see in full],1/25/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],La Savane
Zamaria [Upgrade to see in full],Excelle [Upgrade to see in full],3/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
julia n [Upgrade to see in full],Fabulou [Upgrade to see in full],12/13/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Alyssa  [Upgrade to see in full],Have be [Upgrade to see in full],12/18/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
HonestO [Upgrade to see in full],Food wa [Upgrade to see in full],7/12/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],La Savane
Daniell [Upgrade to see in full],This pl [Upgrade to see in full],7/4/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Maria L [Upgrade to see in full],We had  [Upgrade to see in full],6/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Jamie C [Upgrade to see in full],The foo [Upgrade to see in full],5/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
Michael [Upgrade to see in full],This wa [Upgrade to see in full],3/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],La Savane
Drissa  [Upgrade to see in full],I am fr [Upgrade to see in full],8/10/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],La Savane
Scott K [Upgrade to see in full],I'm hap [Upgrade to see in full],1/3/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],La Savane
