Name,Review,Date,Star Rating,restaurant
Kelly C [Upgrade to see in full],One of  [Upgrade to see in full],10/4/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
elina r [Upgrade to see in full],Really  [Upgrade to see in full],3/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
YUDELKA [Upgrade to see in full],Love th [Upgrade to see in full],9/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Dobie G [Upgrade to see in full],I've be [Upgrade to see in full],10/26/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Brittan [Upgrade to see in full],This is [Upgrade to see in full],1/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
John F.,Kitchen [Upgrade to see in full],1/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Tasheen [Upgrade to see in full],This is [Upgrade to see in full],10/5/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Kate S.,Kitchen [Upgrade to see in full],9/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Talie S [Upgrade to see in full],Basical [Upgrade to see in full],10/12/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Sam L.,This pl [Upgrade to see in full],3/28/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Lauren  [Upgrade to see in full],This pl [Upgrade to see in full],2/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Yanira  [Upgrade to see in full],Came he [Upgrade to see in full],3/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Otylia  [Upgrade to see in full],Service [Upgrade to see in full],9/2/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Tony R.,One of  [Upgrade to see in full],11/12/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Sabirah [Upgrade to see in full],Came he [Upgrade to see in full],11/9/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Jennife [Upgrade to see in full],"Sadly,  [Upgrade to see in full]",7/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Lee S.,Quaint  [Upgrade to see in full],10/20/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
George  [Upgrade to see in full],A very  [Upgrade to see in full],10/23/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Amy C.,I need  [Upgrade to see in full],5/2/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Nikki T [Upgrade to see in full],We orde [Upgrade to see in full],2/16/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Natasha [Upgrade to see in full],Randoml [Upgrade to see in full],7/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Gina Ma [Upgrade to see in full],Such a  [Upgrade to see in full],6/23/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Portia  [Upgrade to see in full],Really  [Upgrade to see in full],12/24/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Elizabe [Upgrade to see in full],We came [Upgrade to see in full],8/30/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Lillian [Upgrade to see in full],Decided [Upgrade to see in full],7/1/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
June S.,Kitchen [Upgrade to see in full],8/6/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Suzanne [Upgrade to see in full],Absolut [Upgrade to see in full],12/4/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Jen G.,I've be [Upgrade to see in full],9/4/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
So Yoon [Upgrade to see in full],Had a f [Upgrade to see in full],1/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Tara S.,One of  [Upgrade to see in full],5/29/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
M Y.,This wa [Upgrade to see in full],3/12/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Cristin [Upgrade to see in full],This se [Upgrade to see in full],6/27/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Miriam  [Upgrade to see in full],Service [Upgrade to see in full],10/27/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Charlot [Upgrade to see in full],Went he [Upgrade to see in full],11/6/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Mabel L [Upgrade to see in full],Very av [Upgrade to see in full],4/30/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Steve C [Upgrade to see in full],Not imp [Upgrade to see in full],8/12/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Gomi G.,The foo [Upgrade to see in full],10/30/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Megan C [Upgrade to see in full],We love [Upgrade to see in full],8/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Umoja E [Upgrade to see in full],Nice co [Upgrade to see in full],2/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Nick L.,Came he [Upgrade to see in full],10/3/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Chio P.,The gri [Upgrade to see in full],7/31/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
John M.,Very sm [Upgrade to see in full],12/28/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Alison  [Upgrade to see in full],I wish  [Upgrade to see in full],11/20/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Susan H [Upgrade to see in full],Thanks  [Upgrade to see in full],6/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Steve A [Upgrade to see in full],Am I hi [Upgrade to see in full],4/27/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
PJ R.,Walked  [Upgrade to see in full],3/31/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Erika E [Upgrade to see in full],I loved [Upgrade to see in full],10/25/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Shana L [Upgrade to see in full],Came he [Upgrade to see in full],2/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Aldo Q.,Great n [Upgrade to see in full],2/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Ellaine [Upgrade to see in full],One wor [Upgrade to see in full],3/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Shara R [Upgrade to see in full],I love  [Upgrade to see in full],2/25/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
B H.,"Sadly,  [Upgrade to see in full]",4/9/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Rachel  [Upgrade to see in full],What I' [Upgrade to see in full],9/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Lesley  [Upgrade to see in full],I came  [Upgrade to see in full],12/22/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Susan K [Upgrade to see in full],I under [Upgrade to see in full],7/21/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Theresa [Upgrade to see in full],Popped  [Upgrade to see in full],3/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Ana G.,This pl [Upgrade to see in full],1/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Tonia L [Upgrade to see in full],I had S [Upgrade to see in full],8/9/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Javonne [Upgrade to see in full],Just re [Upgrade to see in full],7/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
婕庭,Food is [Upgrade to see in full],8/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Jacob W [Upgrade to see in full],I lived [Upgrade to see in full],1/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Jayne M [Upgrade to see in full],I went  [Upgrade to see in full],7/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Yinfei  [Upgrade to see in full],Used to [Upgrade to see in full],5/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Brian S [Upgrade to see in full],This is [Upgrade to see in full],1/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Maddy T [Upgrade to see in full],NOPE! W [Upgrade to see in full],6/22/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Bronx B [Upgrade to see in full],The wor [Upgrade to see in full],5/9/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Jackie  [Upgrade to see in full],I go to [Upgrade to see in full],11/29/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Kirsten [Upgrade to see in full],Great f [Upgrade to see in full],10/22/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Margare [Upgrade to see in full],I went  [Upgrade to see in full],5/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Elleny  [Upgrade to see in full],Awesome [Upgrade to see in full],4/6/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Tony C.,I will  [Upgrade to see in full],6/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Dave G.,"First,  [Upgrade to see in full]",4/30/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Chana M [Upgrade to see in full],Not gre [Upgrade to see in full],6/6/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Charles [Upgrade to see in full],Ordered [Upgrade to see in full],4/28/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Danibel [Upgrade to see in full],Its ver [Upgrade to see in full],4/9/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Barbara [Upgrade to see in full],Best br [Upgrade to see in full],6/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Jennife [Upgrade to see in full],It was  [Upgrade to see in full],8/25/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Gabriel [Upgrade to see in full],This pl [Upgrade to see in full],11/18/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Kimberl [Upgrade to see in full],I went  [Upgrade to see in full],4/16/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Xinjue  [Upgrade to see in full],I went  [Upgrade to see in full],11/5/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Amy K.,Forgot  [Upgrade to see in full],8/16/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Michael [Upgrade to see in full],We've e [Upgrade to see in full],1/27/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Dj P.,I never [Upgrade to see in full],12/14/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Erianny [Upgrade to see in full],Kitchen [Upgrade to see in full],4/1/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Ting Z.,I gave  [Upgrade to see in full],2/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Sarah A [Upgrade to see in full],Went to [Upgrade to see in full],11/14/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Lara T.,I had a [Upgrade to see in full],9/4/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
PostGir [Upgrade to see in full],This pl [Upgrade to see in full],12/13/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Ferdina [Upgrade to see in full],Came he [Upgrade to see in full],7/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Lauren  [Upgrade to see in full],This pl [Upgrade to see in full],1/20/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
S P.,From th [Upgrade to see in full],7/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
James H [Upgrade to see in full],On a 50 [Upgrade to see in full],7/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Naima M [Upgrade to see in full],Oh'Kitc [Upgrade to see in full],5/11/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Elianny [Upgrade to see in full],I've pa [Upgrade to see in full],12/10/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Z S.,Ridicul [Upgrade to see in full],11/25/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Kristin [Upgrade to see in full],Way ove [Upgrade to see in full],4/22/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Elizabe [Upgrade to see in full],I love  [Upgrade to see in full],7/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Chris R [Upgrade to see in full],This qu [Upgrade to see in full],7/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Ninja M [Upgrade to see in full],Came be [Upgrade to see in full],11/4/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
James B [Upgrade to see in full],Great l [Upgrade to see in full],3/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Marir C [Upgrade to see in full],Been he [Upgrade to see in full],10/11/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Julie D [Upgrade to see in full],The hub [Upgrade to see in full],4/12/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Vince N [Upgrade to see in full],Two wor [Upgrade to see in full],12/15/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Clint C [Upgrade to see in full],We go t [Upgrade to see in full],9/28/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Frances [Upgrade to see in full],I just  [Upgrade to see in full],1/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
A M.,Sat dow [Upgrade to see in full],10/12/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Jayne D [Upgrade to see in full],I alway [Upgrade to see in full],7/4/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Joe G.,Um....M [Upgrade to see in full],5/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Luci D.,My BF p [Upgrade to see in full],7/24/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Molly J [Upgrade to see in full],I came  [Upgrade to see in full],7/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Robin V [Upgrade to see in full],Love ki [Upgrade to see in full],4/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Kay W.,I order [Upgrade to see in full],2/9/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Kirsten [Upgrade to see in full],This is [Upgrade to see in full],6/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Kitchenette Uptown
Francin [Upgrade to see in full],I am su [Upgrade to see in full],8/12/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Irena T [Upgrade to see in full],I thoug [Upgrade to see in full],11/18/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Brion V [Upgrade to see in full],Oish.   [Upgrade to see in full],7/5/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Daniell [Upgrade to see in full],I have  [Upgrade to see in full],8/30/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Adam D.,I have  [Upgrade to see in full],10/21/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Eric R.,Unique  [Upgrade to see in full],6/3/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Kitchenette Uptown
Tracy C [Upgrade to see in full],Came wi [Upgrade to see in full],1/4/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Kitchenette Uptown
Justin  [Upgrade to see in full],Ten fri [Upgrade to see in full],2/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Kitchenette Uptown
Devon W [Upgrade to see in full],Are you [Upgrade to see in full],7/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
Juliett [Upgrade to see in full],Hungove [Upgrade to see in full],4/23/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Kitchenette Uptown
