Name,Review,Date,Star Rating,restaurant
Zhijian [Upgrade to see in full],Una don [Upgrade to see in full],1/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tianyu  [Upgrade to see in full],WORST J [Upgrade to see in full],6/9/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tabatha [Upgrade to see in full],The foo [Upgrade to see in full],4/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Leila L [Upgrade to see in full],10 star [Upgrade to see in full],2/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kathlee [Upgrade to see in full],Avoid t [Upgrade to see in full],1/16/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kay W.,I can't [Upgrade to see in full],12/26/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kohei I [Upgrade to see in full],A kind  [Upgrade to see in full],1/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Isamu N [Upgrade to see in full],This is [Upgrade to see in full],6/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Donna S [Upgrade to see in full],a gem l [Upgrade to see in full],4/4/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kai H.,Having  [Upgrade to see in full],4/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Daniell [Upgrade to see in full],Found a [Upgrade to see in full],8/20/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
J. J. C [Upgrade to see in full],Sun - C [Upgrade to see in full],3/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
William [Upgrade to see in full],The foo [Upgrade to see in full],8/14/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
David Z [Upgrade to see in full],Friendl [Upgrade to see in full],1/29/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Megha S [Upgrade to see in full],Probabl [Upgrade to see in full],4/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Patrick [Upgrade to see in full],This is [Upgrade to see in full],1/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Leo L.,An expe [Upgrade to see in full],12/15/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Juliet  [Upgrade to see in full],Read an [Upgrade to see in full],2/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Fred J.,Food is [Upgrade to see in full],9/29/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Juan-Mi [Upgrade to see in full],Sun-Cha [Upgrade to see in full],5/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Hedy A.,As much [Upgrade to see in full],6/14/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Dosta D [Upgrade to see in full],Excelle [Upgrade to see in full],3/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Lauren  [Upgrade to see in full],I hate  [Upgrade to see in full],3/4/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
T K.,It's op [Upgrade to see in full],11/22/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Cesar M [Upgrade to see in full],This wa [Upgrade to see in full],4/28/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yikai L [Upgrade to see in full],Have go [Upgrade to see in full],5/2/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
ray l.,Ordered [Upgrade to see in full],5/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sophie  [Upgrade to see in full],The eel [Upgrade to see in full],2/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Nelson  [Upgrade to see in full],Having  [Upgrade to see in full],6/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tiffany [Upgrade to see in full],It's de [Upgrade to see in full],9/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Shali W [Upgrade to see in full],It's sa [Upgrade to see in full],12/24/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
J P.,Skewers [Upgrade to see in full],8/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
A J.,This pl [Upgrade to see in full],11/4/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Daniel  [Upgrade to see in full],I truly [Upgrade to see in full],9/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
RT Z.,Very go [Upgrade to see in full],12/19/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
C. S.,TORO SA [Upgrade to see in full],10/3/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Bea L.,Cozy sp [Upgrade to see in full],7/16/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yao L.,I defin [Upgrade to see in full],1/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sherry  [Upgrade to see in full],Unagi D [Upgrade to see in full],3/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kitana  [Upgrade to see in full],Inconsi [Upgrade to see in full],10/29/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Dara D.,This pl [Upgrade to see in full],1/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Alyssa  [Upgrade to see in full],Tasty f [Upgrade to see in full],12/21/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tiffany [Upgrade to see in full],I reall [Upgrade to see in full],6/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
J H.,Hidden  [Upgrade to see in full],1/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Lina G.,Unagi-d [Upgrade to see in full],5/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Melissa [Upgrade to see in full],Tucked  [Upgrade to see in full],4/13/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jaci N.,Regular [Upgrade to see in full],5/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jera Z.,Their u [Upgrade to see in full],10/17/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tarik M [Upgrade to see in full],It real [Upgrade to see in full],6/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Russ H.,I love  [Upgrade to see in full],3/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
David L [Upgrade to see in full],Ramen b [Upgrade to see in full],2/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yuna K.,What a  [Upgrade to see in full],10/14/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
David W [Upgrade to see in full],After b [Upgrade to see in full],1/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Josh K.,Wait... [Upgrade to see in full],6/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jacob O [Upgrade to see in full],I highl [Upgrade to see in full],7/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Bee W.,This li [Upgrade to see in full],3/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Erika T [Upgrade to see in full],The gri [Upgrade to see in full],3/25/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yurika  [Upgrade to see in full],My frie [Upgrade to see in full],1/21/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Frank W [Upgrade to see in full],Recomme [Upgrade to see in full],9/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Osaka B [Upgrade to see in full],First o [Upgrade to see in full],3/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jay L.,I WISH  [Upgrade to see in full],10/9/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Hunter  [Upgrade to see in full],I previ [Upgrade to see in full],10/31/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jordan  [Upgrade to see in full],sun cha [Upgrade to see in full],1/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ian L.,Had the [Upgrade to see in full],12/21/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Maureen [Upgrade to see in full],This pl [Upgrade to see in full],12/10/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Amanda  [Upgrade to see in full],Let me  [Upgrade to see in full],11/27/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ben P.,Basic f [Upgrade to see in full],7/23/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Hao T.,This is [Upgrade to see in full],10/4/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kayo N.,I'm nev [Upgrade to see in full],5/14/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Shintar [Upgrade to see in full],Very au [Upgrade to see in full],6/16/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
JoAnna  [Upgrade to see in full],Challen [Upgrade to see in full],4/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Alex E.,I feel  [Upgrade to see in full],6/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Justin  [Upgrade to see in full],The bes [Upgrade to see in full],9/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Mark R.,One of  [Upgrade to see in full],3/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
D G.,It's Do [Upgrade to see in full],7/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jared B [Upgrade to see in full],Sun-Cha [Upgrade to see in full],12/25/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
General [Upgrade to see in full],Been to [Upgrade to see in full],3/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Fiona L [Upgrade to see in full],This is [Upgrade to see in full],7/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yasuo S [Upgrade to see in full],This is [Upgrade to see in full],6/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yue Y.,Unagi D [Upgrade to see in full],5/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Larry C [Upgrade to see in full],Don't b [Upgrade to see in full],1/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Angela  [Upgrade to see in full],I have  [Upgrade to see in full],1/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Cho P.,Just re [Upgrade to see in full],5/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jiyea C [Upgrade to see in full],The hug [Upgrade to see in full],9/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Larry W [Upgrade to see in full],BBQ eel [Upgrade to see in full],11/7/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jing W.,The shr [Upgrade to see in full],8/31/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ck T.,Food qu [Upgrade to see in full],5/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Lydia N [Upgrade to see in full],I reall [Upgrade to see in full],3/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Michael [Upgrade to see in full],A decen [Upgrade to see in full],1/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Claydon [Upgrade to see in full],I had j [Upgrade to see in full],1/15/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Lin L.,Despite [Upgrade to see in full],8/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kate B.,We live [Upgrade to see in full],4/16/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
A C.,Unagi d [Upgrade to see in full],3/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Shuxi T [Upgrade to see in full],This re [Upgrade to see in full],6/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ashley  [Upgrade to see in full],From lo [Upgrade to see in full],5/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Rachel  [Upgrade to see in full],Lived c [Upgrade to see in full],6/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sophia  [Upgrade to see in full],Sun-Cha [Upgrade to see in full],5/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Tiffany [Upgrade to see in full],Cool sp [Upgrade to see in full],3/1/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ngan H.,Quite i [Upgrade to see in full],1/30/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Michael [Upgrade to see in full],This is [Upgrade to see in full],1/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Joo H.,There a [Upgrade to see in full],4/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Michael [Upgrade to see in full],I'm kin [Upgrade to see in full],8/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jessica [Upgrade to see in full],Only op [Upgrade to see in full],6/3/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Eugene  [Upgrade to see in full],Slander [Upgrade to see in full],7/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Amir A.,Great f [Upgrade to see in full],11/6/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Susan X [Upgrade to see in full],I would [Upgrade to see in full],11/6/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yi F.,i guess [Upgrade to see in full],1/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
A J.,Great J [Upgrade to see in full],10/13/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jerry H [Upgrade to see in full],Quite l [Upgrade to see in full],9/6/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
John D.,Octopus [Upgrade to see in full],8/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Chelsea [Upgrade to see in full],I have  [Upgrade to see in full],10/11/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Christi [Upgrade to see in full],Went he [Upgrade to see in full],9/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Simon L [Upgrade to see in full],I think [Upgrade to see in full],5/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Elle C.,Chicken [Upgrade to see in full],8/2/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Wei K.,While t [Upgrade to see in full],1/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Cesar R [Upgrade to see in full],Great Y [Upgrade to see in full],6/3/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Mark G.,Ordered [Upgrade to see in full],3/28/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Jesse C [Upgrade to see in full],Great c [Upgrade to see in full],7/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
V. C.,This is [Upgrade to see in full],7/25/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Thomas  [Upgrade to see in full],I calle [Upgrade to see in full],8/8/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Pascal  [Upgrade to see in full],Excelle [Upgrade to see in full],1/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Regina  [Upgrade to see in full],The gri [Upgrade to see in full],3/20/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ada Y.,Eating  [Upgrade to see in full],9/3/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Matt G.,Love th [Upgrade to see in full],9/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ell C.,Sun Cha [Upgrade to see in full],12/14/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kevin F [Upgrade to see in full],"Great "" [Upgrade to see in full]",3/22/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Erica T [Upgrade to see in full],My room [Upgrade to see in full],10/18/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Thajmir [Upgrade to see in full],Just or [Upgrade to see in full],8/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sarit H [Upgrade to see in full],There w [Upgrade to see in full],4/8/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Rachel  [Upgrade to see in full],This pl [Upgrade to see in full],6/4/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Linda A [Upgrade to see in full],I had a [Upgrade to see in full],12/28/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
andy t.,Upon th [Upgrade to see in full],5/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Timothy [Upgrade to see in full],I am a  [Upgrade to see in full],5/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
S. D.,Really  [Upgrade to see in full],1/23/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Robin M [Upgrade to see in full],Service [Upgrade to see in full],9/11/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Anthony [Upgrade to see in full],Awesome [Upgrade to see in full],3/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Laura F [Upgrade to see in full],I love  [Upgrade to see in full],4/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Monica  [Upgrade to see in full],Was gre [Upgrade to see in full],9/12/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Ami H.,This is [Upgrade to see in full],3/15/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Rourou  [Upgrade to see in full],two peo [Upgrade to see in full],11/16/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Hideki  [Upgrade to see in full],Yakitor [Upgrade to see in full],8/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
S H.,Tasty h [Upgrade to see in full],7/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Y S.,A true  [Upgrade to see in full],2/6/200 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Anna H.,This pl [Upgrade to see in full],5/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Marc M.,My firs [Upgrade to see in full],6/25/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Big B.,Always  [Upgrade to see in full],1/9/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Leah T.,This re [Upgrade to see in full],1/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
G P.,Just a  [Upgrade to see in full],1/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
David Z [Upgrade to see in full],I dream [Upgrade to see in full],2/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
luxxram [Upgrade to see in full],Some th [Upgrade to see in full],9/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Stephan [Upgrade to see in full],went he [Upgrade to see in full],11/25/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sophie  [Upgrade to see in full],Great U [Upgrade to see in full],3/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Rebecca [Upgrade to see in full],I went  [Upgrade to see in full],3/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kim D.,i'm sur [Upgrade to see in full],1/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Stephen [Upgrade to see in full],This pl [Upgrade to see in full],8/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
NYCYELP [Upgrade to see in full],A retur [Upgrade to see in full],1/9/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Shelley [Upgrade to see in full],Very cl [Upgrade to see in full],2/9/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sushi M [Upgrade to see in full],(I am s [Upgrade to see in full],3/2/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Aaron C [Upgrade to see in full],I agree [Upgrade to see in full],9/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
xeno s.,Last ti [Upgrade to see in full],2/13/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Sienna  [Upgrade to see in full],I am pe [Upgrade to see in full],7/30/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
