Name,Review,Date,Star Rating
J. B.,Amazing [Upgrade to see in full],12/16/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
John H.,The foo [Upgrade to see in full],9/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
M W.,We are  [Upgrade to see in full],6/1/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
John B.,I went  [Upgrade to see in full],7/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Upper W [Upgrade to see in full],This pl [Upgrade to see in full],9/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
John F.,Happy H [Upgrade to see in full],4/28/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Jimbo K [Upgrade to see in full],Great a [Upgrade to see in full],6/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Jessica [Upgrade to see in full],the win [Upgrade to see in full],3/25/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full]
Rebecca [Upgrade to see in full],From so [Upgrade to see in full],9/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Mycroft [Upgrade to see in full],Amélie  [Upgrade to see in full],6/2/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full]
Stephan [Upgrade to see in full],This is [Upgrade to see in full],9/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Victori [Upgrade to see in full],Our loc [Upgrade to see in full],9/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Diana B [Upgrade to see in full],Wow! Wh [Upgrade to see in full],6/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Renata  [Upgrade to see in full],A livel [Upgrade to see in full],6/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Amy L.,This wa [Upgrade to see in full],6/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Melissa [Upgrade to see in full],Came he [Upgrade to see in full],1/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Marlene [Upgrade to see in full],This is [Upgrade to see in full],4/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Matt H.,Great n [Upgrade to see in full],1/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Xela C.,My wife [Upgrade to see in full],12/19/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Mara V.,Thought [Upgrade to see in full],8/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
jamie f [Upgrade to see in full],My favo [Upgrade to see in full],12/30/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Melissa [Upgrade to see in full],Excelle [Upgrade to see in full],2/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Vasili  [Upgrade to see in full],Great w [Upgrade to see in full],8/19/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full]
Kevin M [Upgrade to see in full],What a  [Upgrade to see in full],2/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Tony Z.,Wow!  A [Upgrade to see in full],1/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Jo-Anne [Upgrade to see in full],Great a [Upgrade to see in full],12/23/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Lauren  [Upgrade to see in full],Good en [Upgrade to see in full],8/7/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Taylor  [Upgrade to see in full],This pl [Upgrade to see in full],8/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Darren  [Upgrade to see in full],This pl [Upgrade to see in full],1/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Laura C [Upgrade to see in full],My fian [Upgrade to see in full],6/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Susan F [Upgrade to see in full],Amelie  [Upgrade to see in full],5/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Peppy D [Upgrade to see in full],The ser [Upgrade to see in full],6/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Franky  [Upgrade to see in full],Great s [Upgrade to see in full],6/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Afstorr [Upgrade to see in full],Such a  [Upgrade to see in full],2/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Ricky M [Upgrade to see in full],This is [Upgrade to see in full],1/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Chau H.,Nicely  [Upgrade to see in full],6/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Emily K [Upgrade to see in full],We feel [Upgrade to see in full],1/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Max S.,We had  [Upgrade to see in full],2/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Chloé P [Upgrade to see in full],Nice fr [Upgrade to see in full],1/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Lauren  [Upgrade to see in full],I might [Upgrade to see in full],1/8/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full]
Kris H.,We had  [Upgrade to see in full],9/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Christi [Upgrade to see in full],Walked  [Upgrade to see in full],5/30/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full]
Delphin [Upgrade to see in full],I am li [Upgrade to see in full],1/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
T S.,The ste [Upgrade to see in full],2/10/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full]
Tee D.,Brunch  [Upgrade to see in full],3/4/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Jacinda [Upgrade to see in full],Adorabl [Upgrade to see in full],12/18/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Jessica [Upgrade to see in full],This pl [Upgrade to see in full],4/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Cary F.,Our new [Upgrade to see in full],3/31/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Sheila  [Upgrade to see in full],Every b [Upgrade to see in full],3/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Rekiya  [Upgrade to see in full],My seco [Upgrade to see in full],3/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Lauren  [Upgrade to see in full],I loooo [Upgrade to see in full],3/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Charlie [Upgrade to see in full],I like  [Upgrade to see in full],4/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Caitlin [Upgrade to see in full],A great [Upgrade to see in full],2/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Melissa [Upgrade to see in full],Wonderf [Upgrade to see in full],2/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
H W.,Can't w [Upgrade to see in full],1/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
Michael [Upgrade to see in full],Good fo [Upgrade to see in full],1/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full]
