Name,Review,Date,Star Rating,restaurant
Kevin C [Upgrade to see in full],There's [Upgrade to see in full],1/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Cori C.,This wa [Upgrade to see in full],7/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Robyn L [Upgrade to see in full],TripAdv [Upgrade to see in full],4/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Tiffany [Upgrade to see in full],This co [Upgrade to see in full],11/11/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Laura H [Upgrade to see in full],A gem i [Upgrade to see in full],6/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Steve A [Upgrade to see in full],I felt  [Upgrade to see in full],7/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Michell [Upgrade to see in full],I've ha [Upgrade to see in full],2/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Seth R.,Who kne [Upgrade to see in full],9/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Pamela  [Upgrade to see in full],Thrille [Upgrade to see in full],12/23/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Davide  [Upgrade to see in full],In crus [Upgrade to see in full],8/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Chris W [Upgrade to see in full],This wa [Upgrade to see in full],2/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Carolin [Upgrade to see in full],INCREDI [Upgrade to see in full],5/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Gary J.,Food is [Upgrade to see in full],7/19/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lisa M.,Do you  [Upgrade to see in full],6/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Candice [Upgrade to see in full],Decided [Upgrade to see in full],2/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ipad D.,My new  [Upgrade to see in full],7/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Millz S [Upgrade to see in full],The bes [Upgrade to see in full],8/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Anna B.,One wor [Upgrade to see in full],11/25/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ngoc B.,We came [Upgrade to see in full],4/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Carolin [Upgrade to see in full],Best pi [Upgrade to see in full],10/4/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lisa D.,We real [Upgrade to see in full],10/3/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Nikki P [Upgrade to see in full],Good pi [Upgrade to see in full],6/10/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Stephen [Upgrade to see in full],"Yum, Yu [Upgrade to see in full]",10/15/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Chris P [Upgrade to see in full],I had d [Upgrade to see in full],9/24/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Anne H.,Amazing [Upgrade to see in full],11/5/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Amy B.,True It [Upgrade to see in full],11/29/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Guy S.,On my t [Upgrade to see in full],5/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
William [Upgrade to see in full],Not jus [Upgrade to see in full],4/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Nicole  [Upgrade to see in full],"Harlem, [Upgrade to see in full]",10/8/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Olivia  [Upgrade to see in full],Great p [Upgrade to see in full],1/31/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Fernand [Upgrade to see in full],I am al [Upgrade to see in full],12/22/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Peter A [Upgrade to see in full],Hands d [Upgrade to see in full],9/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Samanth [Upgrade to see in full],Omg if  [Upgrade to see in full],4/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ceida P [Upgrade to see in full],I came  [Upgrade to see in full],7/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Justin  [Upgrade to see in full],Had a l [Upgrade to see in full],5/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Andrew  [Upgrade to see in full],Resound [Upgrade to see in full],8/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Jim P.,I am no [Upgrade to see in full],5/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ronne C [Upgrade to see in full],Wow. Th [Upgrade to see in full],4/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Steven  [Upgrade to see in full],Great p [Upgrade to see in full],3/23/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Jeremy  [Upgrade to see in full],Darn fi [Upgrade to see in full],3/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Joanna  [Upgrade to see in full],Had the [Upgrade to see in full],8/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Freida  [Upgrade to see in full],I love  [Upgrade to see in full],6/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Koko K.,I am st [Upgrade to see in full],12/23/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Maj J.,The mar [Upgrade to see in full],6/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
N B.,Best pi [Upgrade to see in full],8/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Kay J.,I love  [Upgrade to see in full],10/17/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Catheri [Upgrade to see in full],Pro's:  [Upgrade to see in full],6/6/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Richard [Upgrade to see in full],4.5 sta [Upgrade to see in full],4/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Dominik [Upgrade to see in full],I tried [Upgrade to see in full],10/6/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Dex R.,The ser [Upgrade to see in full],4/4/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
B. A.,We so l [Upgrade to see in full],11/5/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Matthew [Upgrade to see in full],We love [Upgrade to see in full],1/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Carlo P [Upgrade to see in full],The piz [Upgrade to see in full],4/29/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Joseph  [Upgrade to see in full],Warm an [Upgrade to see in full],12/14/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Galina  [Upgrade to see in full],It's th [Upgrade to see in full],12/1/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Kerrie  [Upgrade to see in full],Walked  [Upgrade to see in full],2/25/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Leigh M [Upgrade to see in full],Delicio [Upgrade to see in full],5/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Jessica [Upgrade to see in full],Absolut [Upgrade to see in full],4/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Pamela  [Upgrade to see in full],Sottoca [Upgrade to see in full],6/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
JV H.,Editing [Upgrade to see in full],5/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Josh Z.,Burrata [Upgrade to see in full],11/6/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Kimberl [Upgrade to see in full],4.5 sta [Upgrade to see in full],2/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Christi [Upgrade to see in full],Since m [Upgrade to see in full],1/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Todd D.,Fantast [Upgrade to see in full],3/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
M. J.,Was hav [Upgrade to see in full],9/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Brian B [Upgrade to see in full],Stumble [Upgrade to see in full],9/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Laura H [Upgrade to see in full],We walk [Upgrade to see in full],10/15/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ruben P [Upgrade to see in full],From an [Upgrade to see in full],5/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Anne S.,Real It [Upgrade to see in full],1/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Vincenz [Upgrade to see in full],This is [Upgrade to see in full],4/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Halley  [Upgrade to see in full],This pl [Upgrade to see in full],6/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
William [Upgrade to see in full],This pl [Upgrade to see in full],9/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Uygar D [Upgrade to see in full],Meh. Th [Upgrade to see in full],9/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Steven  [Upgrade to see in full],Ambianc [Upgrade to see in full],2/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Jasmine [Upgrade to see in full],Hats of [Upgrade to see in full],1/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Eleonor [Upgrade to see in full],Amazing [Upgrade to see in full],7/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Yolanda [Upgrade to see in full],Gave 1  [Upgrade to see in full],11/22/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Bridget [Upgrade to see in full],We enjo [Upgrade to see in full],6/9/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Enrique [Upgrade to see in full],Very de [Upgrade to see in full],7/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Tonia A [Upgrade to see in full],The pla [Upgrade to see in full],1/17/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Adele M [Upgrade to see in full],Authent [Upgrade to see in full],2/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Luisa B [Upgrade to see in full],Truly e [Upgrade to see in full],6/15/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Laura H [Upgrade to see in full],This wa [Upgrade to see in full],6/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Mariann [Upgrade to see in full],I love  [Upgrade to see in full],7/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Daniel  [Upgrade to see in full],This pl [Upgrade to see in full],8/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Rebecca [Upgrade to see in full],No lie  [Upgrade to see in full],3/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
John D.,Fantast [Upgrade to see in full],7/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Tiffani [Upgrade to see in full],This pi [Upgrade to see in full],6/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Pete C.,Saw thi [Upgrade to see in full],4/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Liz D.,Delicio [Upgrade to see in full],5/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Christi [Upgrade to see in full],Pizza w [Upgrade to see in full],2/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sheryl  [Upgrade to see in full],Great a [Upgrade to see in full],1/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Mickei  [Upgrade to see in full],I went  [Upgrade to see in full],5/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Stephen [Upgrade to see in full],Excelle [Upgrade to see in full],2/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Karen W [Upgrade to see in full],Went he [Upgrade to see in full],5/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Benedet [Upgrade to see in full],Amazing [Upgrade to see in full],6/5/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sasha B [Upgrade to see in full],had bee [Upgrade to see in full],7/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Mike M.,Love th [Upgrade to see in full],4/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Xave M.,Sottoca [Upgrade to see in full],4/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Rachel  [Upgrade to see in full],Delicio [Upgrade to see in full],6/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sara S.,This is [Upgrade to see in full],2/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Apt M.,Excelle [Upgrade to see in full],12/7/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Thomas  [Upgrade to see in full],Great f [Upgrade to see in full],9/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Avi S.,Since g [Upgrade to see in full],1/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Dennis  [Upgrade to see in full],ZOMG th [Upgrade to see in full],5/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Linnéa  [Upgrade to see in full],I was l [Upgrade to see in full],6/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Craig G [Upgrade to see in full],I'm goi [Upgrade to see in full],5/29/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Fabio S [Upgrade to see in full],This is [Upgrade to see in full],11/2/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Ed G.,I am th [Upgrade to see in full],8/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Cesar C [Upgrade to see in full],I had t [Upgrade to see in full],12/31/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sara B.,The wil [Upgrade to see in full],3/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
EVGENIA [Upgrade to see in full],Really  [Upgrade to see in full],2/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Fabrizi [Upgrade to see in full],One of  [Upgrade to see in full],10/25/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
A V.,Delicio [Upgrade to see in full],2/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Marie C [Upgrade to see in full],Awesome [Upgrade to see in full],9/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
J M.,My seco [Upgrade to see in full],10/14/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Liss M.,Honestl [Upgrade to see in full],12/27/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
cvea I.,Walking [Upgrade to see in full],6/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Nicole  [Upgrade to see in full],Great p [Upgrade to see in full],1/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
David M [Upgrade to see in full],There w [Upgrade to see in full],11/26/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Yann F.,Really  [Upgrade to see in full],7/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Arianna [Upgrade to see in full],I'm Ita [Upgrade to see in full],5/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Toni M.,Everyth [Upgrade to see in full],12/19/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Crystal [Upgrade to see in full],I absol [Upgrade to see in full],12/5/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Christi [Upgrade to see in full],"tasty,  [Upgrade to see in full]",9/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lulis W [Upgrade to see in full],Almost  [Upgrade to see in full],1/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Emily B [Upgrade to see in full],When I  [Upgrade to see in full],4/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Jeremy  [Upgrade to see in full],There a [Upgrade to see in full],5/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
John Z.,This pl [Upgrade to see in full],7/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
V Y.,When I  [Upgrade to see in full],6/16/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Carolin [Upgrade to see in full],Perfect [Upgrade to see in full],6/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Aaron G [Upgrade to see in full],Love th [Upgrade to see in full],8/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Thomas  [Upgrade to see in full],Excelle [Upgrade to see in full],6/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sushi D [Upgrade to see in full],Wood bu [Upgrade to see in full],6/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Kristie [Upgrade to see in full],Delicio [Upgrade to see in full],11/27/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Anja V.,These p [Upgrade to see in full],10/18/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Tonči A [Upgrade to see in full],Yummy p [Upgrade to see in full],10/27/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Garry W [Upgrade to see in full],If you' [Upgrade to see in full],8/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lisa S.,This pl [Upgrade to see in full],5/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lei G.,Found t [Upgrade to see in full],9/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Olga S.,Incredi [Upgrade to see in full],9/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Les K.,Good br [Upgrade to see in full],4/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Josie Z [Upgrade to see in full],We are  [Upgrade to see in full],8/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Tim H.,I have  [Upgrade to see in full],2/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Mia T.,Excelle [Upgrade to see in full],8/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Emily F [Upgrade to see in full],GOOD GO [Upgrade to see in full],11/21/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Giulia  [Upgrade to see in full],Had din [Upgrade to see in full],7/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Yelp L.,Just da [Upgrade to see in full],3/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Sherida [Upgrade to see in full],First o [Upgrade to see in full],7/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Lisa D.,Pizza a [Upgrade to see in full],5/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Eva P.,Sottoca [Upgrade to see in full],3/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Laura J [Upgrade to see in full],WARNING [Upgrade to see in full],10/8/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Patrick [Upgrade to see in full],Five St [Upgrade to see in full],3/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Michell [Upgrade to see in full],We went [Upgrade to see in full],7/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Gideon  [Upgrade to see in full],Amazing [Upgrade to see in full],4/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
Gabriel [Upgrade to see in full],Probabl [Upgrade to see in full],2/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Sottocasa Pizzeria - Harlem
