Name,Review,Date,Star Rating,restaurant
Tom R.,I've wa [Upgrade to see in full],1/22/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jo H.,"Hi, Hei [Upgrade to see in full]",7/4/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Hoang N [Upgrade to see in full],Pretty  [Upgrade to see in full],5/26/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Bill M.,Great p [Upgrade to see in full],8/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Maria R [Upgrade to see in full],I actua [Upgrade to see in full],5/21/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Janice  [Upgrade to see in full],Nachos: [Upgrade to see in full],6/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Alessan [Upgrade to see in full],Good be [Upgrade to see in full],7/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jairo C [Upgrade to see in full],Had the [Upgrade to see in full],8/20/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lorrain [Upgrade to see in full],My main [Upgrade to see in full],7/15/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Megan O [Upgrade to see in full],The dri [Upgrade to see in full],6/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Christi [Upgrade to see in full],I love  [Upgrade to see in full],5/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Karen K [Upgrade to see in full],I'm not [Upgrade to see in full],7/1/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Simone  [Upgrade to see in full],Great l [Upgrade to see in full],12/21/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chloe D [Upgrade to see in full],I rando [Upgrade to see in full],12/12/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Leona F [Upgrade to see in full],I unfor [Upgrade to see in full],5/5/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Michell [Upgrade to see in full],Visitin [Upgrade to see in full],9/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tiffani [Upgrade to see in full],This wa [Upgrade to see in full],1/10/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Michell [Upgrade to see in full],this ba [Upgrade to see in full],2/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Robin T [Upgrade to see in full],The hei [Upgrade to see in full],11/29/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Andrew  [Upgrade to see in full],Cool sc [Upgrade to see in full],4/30/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sydney  [Upgrade to see in full],Food an [Upgrade to see in full],7/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chari M [Upgrade to see in full],Cute pl [Upgrade to see in full],6/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sarah L [Upgrade to see in full],"Great,  [Upgrade to see in full]",7/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Juan C.,Liked t [Upgrade to see in full],1/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Ashley  [Upgrade to see in full],JONATHA [Upgrade to see in full],12/23/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Moee D.,I went  [Upgrade to see in full],8/8/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Denise  [Upgrade to see in full],Their H [Upgrade to see in full],6/26/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Arya H.,Dropped [Upgrade to see in full],11/17/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kevin L [Upgrade to see in full],Came he [Upgrade to see in full],4/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Elle M.,This is [Upgrade to see in full],9/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Yaran S [Upgrade to see in full],We came [Upgrade to see in full],1/23/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Laurie  [Upgrade to see in full],A Morni [Upgrade to see in full],8/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
A B.,1 of my [Upgrade to see in full],12/27/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Gary S.,This ha [Upgrade to see in full],8/1/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chan F.,Thank y [Upgrade to see in full],1/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Grace W [Upgrade to see in full],I came  [Upgrade to see in full],4/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tiondra [Upgrade to see in full],I have  [Upgrade to see in full],7/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nate C.,Up abov [Upgrade to see in full],10/7/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Susan L [Upgrade to see in full],I LOVE  [Upgrade to see in full],7/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jay L.,Came he [Upgrade to see in full],8/17/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
SpaHa H [Upgrade to see in full],I work  [Upgrade to see in full],1/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Melissa [Upgrade to see in full],It is h [Upgrade to see in full],2/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mojdeh  [Upgrade to see in full],Strong  [Upgrade to see in full],1/17/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Katy F.,I had a [Upgrade to see in full],5/24/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Emily P [Upgrade to see in full],I've be [Upgrade to see in full],2/28/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jennife [Upgrade to see in full],I came  [Upgrade to see in full],12/28/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sarah G [Upgrade to see in full],The rum [Upgrade to see in full],3/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Yan T.,Lovely  [Upgrade to see in full],11/14/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Evelyn  [Upgrade to see in full],I just  [Upgrade to see in full],3/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Gabriel [Upgrade to see in full],If you  [Upgrade to see in full],7/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Patrick [Upgrade to see in full],Friendl [Upgrade to see in full],4/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Aleece  [Upgrade to see in full],I adore [Upgrade to see in full],9/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jacquel [Upgrade to see in full],I came  [Upgrade to see in full],8/17/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Priti R [Upgrade to see in full],Great p [Upgrade to see in full],9/28/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Margaux [Upgrade to see in full],I order [Upgrade to see in full],8/4/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jamie C [Upgrade to see in full],The Hei [Upgrade to see in full],5/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nikki B [Upgrade to see in full],Really  [Upgrade to see in full],8/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Martine [Upgrade to see in full],I alway [Upgrade to see in full],2/14/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cat M.,Come he [Upgrade to see in full],8/26/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rebecca [Upgrade to see in full],Good dr [Upgrade to see in full],7/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Susan A [Upgrade to see in full],The Hei [Upgrade to see in full],6/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Benjami [Upgrade to see in full],For $18 [Upgrade to see in full],8/18/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Calvin  [Upgrade to see in full],Definit [Upgrade to see in full],12/20/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Matthew [Upgrade to see in full],They ov [Upgrade to see in full],3/29/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mary C.,The Hei [Upgrade to see in full],1/3/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Judy S.,Came he [Upgrade to see in full],3/4/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Brianna [Upgrade to see in full],The bar [Upgrade to see in full],4/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Shakeym [Upgrade to see in full],I loved [Upgrade to see in full],10/10/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Patrici [Upgrade to see in full],I reall [Upgrade to see in full],1/10/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mike O.,Looks l [Upgrade to see in full],10/19/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Allie G [Upgrade to see in full],Haven't [Upgrade to see in full],6/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Caitlyn [Upgrade to see in full],My boyf [Upgrade to see in full],6/14/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Amy K.,Happy h [Upgrade to see in full],12/30/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Terren  [Upgrade to see in full],We came [Upgrade to see in full],10/13/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Michell [Upgrade to see in full],Went he [Upgrade to see in full],7/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chelsea [Upgrade to see in full],I love  [Upgrade to see in full],7/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
John T.,Came he [Upgrade to see in full],9/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cyrus P [Upgrade to see in full],Came he [Upgrade to see in full],6/1/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Joy G.,The onl [Upgrade to see in full],8/24/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Louris  [Upgrade to see in full],One sta [Upgrade to see in full],6/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
darren  [Upgrade to see in full],Met her [Upgrade to see in full],3/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Amy L.,Great s [Upgrade to see in full],1/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sonia M [Upgrade to see in full],Strawbe [Upgrade to see in full],5/6/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
John C.,Took a  [Upgrade to see in full],12/30/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Margare [Upgrade to see in full],The bar [Upgrade to see in full],7/12/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
A. D.,There's [Upgrade to see in full],6/1/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kristin [Upgrade to see in full],Food wa [Upgrade to see in full],9/20/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Malcolm [Upgrade to see in full],I've be [Upgrade to see in full],7/2/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sruthi  [Upgrade to see in full],I've be [Upgrade to see in full],3/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Hillary [Upgrade to see in full],I think [Upgrade to see in full],5/6/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Roberto [Upgrade to see in full],Tonight [Upgrade to see in full],7/9/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nina P.,I like  [Upgrade to see in full],5/7/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Leonard [Upgrade to see in full],We went [Upgrade to see in full],8/7/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Albert  [Upgrade to see in full],Food is [Upgrade to see in full],6/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mike K.,A regul [Upgrade to see in full],2/28/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Farah T [Upgrade to see in full],Great m [Upgrade to see in full],7/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kenya K [Upgrade to see in full],Still t [Upgrade to see in full],7/19/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tyler J [Upgrade to see in full],Bought  [Upgrade to see in full],1/26/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lia K.,Strolli [Upgrade to see in full],10/8/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rachel  [Upgrade to see in full],Loved t [Upgrade to see in full],8/7/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Steven  [Upgrade to see in full],Per usu [Upgrade to see in full],3/4/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mario M [Upgrade to see in full],First o [Upgrade to see in full],12/20/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mea H.,Every t [Upgrade to see in full],8/21/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lielani [Upgrade to see in full],"Bad, ex [Upgrade to see in full]",7/7/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Elsa V.,Food wa [Upgrade to see in full],1/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Karina  [Upgrade to see in full],This pl [Upgrade to see in full],1/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kelley  [Upgrade to see in full],Maybe t [Upgrade to see in full],1/27/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dareale [Upgrade to see in full],First t [Upgrade to see in full],10/28/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rachel  [Upgrade to see in full],Usually [Upgrade to see in full],1/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Holly W [Upgrade to see in full],The Hei [Upgrade to see in full],9/14/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Ray J.,1. (-1  [Upgrade to see in full],6/25/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
M G.,Menu sa [Upgrade to see in full],7/13/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nicol B [Upgrade to see in full],I can't [Upgrade to see in full],8/24/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Saskia  [Upgrade to see in full],The mar [Upgrade to see in full],8/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Celia Y [Upgrade to see in full],I was s [Upgrade to see in full],6/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jay K.,Great h [Upgrade to see in full],6/15/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Ammie E [Upgrade to see in full],Drinks  [Upgrade to see in full],9/20/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Emma S.,$15 a s [Upgrade to see in full],12/21/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Brandon [Upgrade to see in full],I enjoy [Upgrade to see in full],6/9/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Taryn C [Upgrade to see in full],"Eh, thi [Upgrade to see in full]",1/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kerri-A [Upgrade to see in full],I love  [Upgrade to see in full],4/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dee Y.,It's ok [Upgrade to see in full],3/8/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Thajmir [Upgrade to see in full],Took fo [Upgrade to see in full],6/1/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
James W [Upgrade to see in full],Frozen  [Upgrade to see in full],6/4/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cindy L [Upgrade to see in full],$4 for  [Upgrade to see in full],1/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rover P [Upgrade to see in full],Not wor [Upgrade to see in full],4/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Anastac [Upgrade to see in full],We Came [Upgrade to see in full],9/13/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jin C.,Hah! Lo [Upgrade to see in full],11/2/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Emma S.,It's de [Upgrade to see in full],5/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dave C.,This pl [Upgrade to see in full],3/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Diana G [Upgrade to see in full],Come he [Upgrade to see in full],7/23/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Madelin [Upgrade to see in full],This pl [Upgrade to see in full],8/25/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Shelby  [Upgrade to see in full],This pl [Upgrade to see in full],8/29/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Anna E.,This pl [Upgrade to see in full],4/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rebecca [Upgrade to see in full],Came fo [Upgrade to see in full],9/13/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Renee W [Upgrade to see in full],Very di [Upgrade to see in full],12/14/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sara S.,I used  [Upgrade to see in full],7/6/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Allie C [Upgrade to see in full],thank g [Upgrade to see in full],8/28/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Maryam  [Upgrade to see in full],The tal [Upgrade to see in full],5/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Elena C [Upgrade to see in full],The Hei [Upgrade to see in full],6/5/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Allison [Upgrade to see in full],This pl [Upgrade to see in full],1/25/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Watchdo [Upgrade to see in full],The nic [Upgrade to see in full],2/2/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Heather [Upgrade to see in full],Mmmmm.. [Upgrade to see in full],5/4/200 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Missy Q [Upgrade to see in full],Been he [Upgrade to see in full],1/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rob T.,BEST BA [Upgrade to see in full],7/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jada O.,I wish  [Upgrade to see in full],5/16/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Daniell [Upgrade to see in full],Alright [Upgrade to see in full],4/18/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
John K.,5 stars [Upgrade to see in full],5/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tina M.,The dri [Upgrade to see in full],4/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jelena  [Upgrade to see in full],"Hello,  [Upgrade to see in full]",2/16/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jennife [Upgrade to see in full],It seem [Upgrade to see in full],3/6/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nicole  [Upgrade to see in full],Came he [Upgrade to see in full],12/5/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Mike B.,The Hei [Upgrade to see in full],10/24/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Alex C.,The Hei [Upgrade to see in full],6/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Ryna D.,I've al [Upgrade to see in full],5/1/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Anita V [Upgrade to see in full],The sta [Upgrade to see in full],5/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dimitri [Upgrade to see in full],Sunday  [Upgrade to see in full],2/13/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jess L.,Surpris [Upgrade to see in full],5/25/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Krista  [Upgrade to see in full],In my f [Upgrade to see in full],1/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Scott L [Upgrade to see in full],Bad foo [Upgrade to see in full],6/30/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Leal Z.,I dragg [Upgrade to see in full],9/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sarah R [Upgrade to see in full],I've be [Upgrade to see in full],6/10/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
April C [Upgrade to see in full],Rooftop [Upgrade to see in full],3/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
MyCheck [Upgrade to see in full],The Hei [Upgrade to see in full],2/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jackie  [Upgrade to see in full],Good ro [Upgrade to see in full],8/1/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Matt G.,Dying f [Upgrade to see in full],7/4/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Leslie  [Upgrade to see in full],This wa [Upgrade to see in full],6/7/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Max M.,Terribl [Upgrade to see in full],9/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Erica F [Upgrade to see in full],It's no [Upgrade to see in full],5/11/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nay G.,The pre [Upgrade to see in full],7/15/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dee G.,"i""m a b [Upgrade to see in full]",10/29/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
