Name,Review,Date,Star Rating,restaurant
Christi [Upgrade to see in full],Would g [Upgrade to see in full],9/3/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Marc M.,So have [Upgrade to see in full],1/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Gerald  [Upgrade to see in full],If you' [Upgrade to see in full],1/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Bianca  [Upgrade to see in full],I selec [Upgrade to see in full],7/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Jennife [Upgrade to see in full],Tiny pl [Upgrade to see in full],1/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Kristop [Upgrade to see in full],What a  [Upgrade to see in full],7/23/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Elizabe [Upgrade to see in full],The is  [Upgrade to see in full],2/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Elizabe [Upgrade to see in full],Lovely  [Upgrade to see in full],7/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Alona V [Upgrade to see in full],Delicio [Upgrade to see in full],11/17/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Jonatha [Upgrade to see in full],What an [Upgrade to see in full],12/16/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
N B.,This is [Upgrade to see in full],9/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Gail S.,If ther [Upgrade to see in full],1/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Max-A.  [Upgrade to see in full],If you  [Upgrade to see in full],3/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Merav L [Upgrade to see in full],It's a  [Upgrade to see in full],5/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Belle Harlem
Toy O.,Great s [Upgrade to see in full],4/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
A. A.,My frie [Upgrade to see in full],7/29/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Belle Harlem
Jeffrey [Upgrade to see in full],This is [Upgrade to see in full],5/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Rachel  [Upgrade to see in full],A frien [Upgrade to see in full],6/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Cameron [Upgrade to see in full],One of  [Upgrade to see in full],9/9/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Curtis  [Upgrade to see in full],"OK, but [Upgrade to see in full]",6/11/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Belle Harlem
Richee  [Upgrade to see in full],Harlem  [Upgrade to see in full],11/19/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Allen K [Upgrade to see in full],One of  [Upgrade to see in full],6/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Léa S.,Origina [Upgrade to see in full],8/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Andrew  [Upgrade to see in full],Chef Da [Upgrade to see in full],3/12/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Karen W [Upgrade to see in full],This pl [Upgrade to see in full],11/19/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Sophia  [Upgrade to see in full],I almos [Upgrade to see in full],7/6/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Dana P.,Have be [Upgrade to see in full],1/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Lamar M [Upgrade to see in full],Belle l [Upgrade to see in full],7/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Shirley [Upgrade to see in full],This pl [Upgrade to see in full],6/4/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Adam T.,This re [Upgrade to see in full],6/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
David P [Upgrade to see in full],Reallll [Upgrade to see in full],6/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Jacob Z [Upgrade to see in full],We went [Upgrade to see in full],12/28/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Bernard [Upgrade to see in full],Amazing [Upgrade to see in full],8/30/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Jill F.,I love  [Upgrade to see in full],5/1/201 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Nw M.,This is [Upgrade to see in full],10/22/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Sheneka [Upgrade to see in full],Great e [Upgrade to see in full],1/15/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Martha  [Upgrade to see in full],If you  [Upgrade to see in full],5/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Ww4i W.,The foo [Upgrade to see in full],8/20/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Dorothy [Upgrade to see in full],Mac & C [Upgrade to see in full],7/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
LeRoya  [Upgrade to see in full],So this [Upgrade to see in full],7/30/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],Belle Harlem
Jeannet [Upgrade to see in full],"Wow, le [Upgrade to see in full]",11/22/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Wesley  [Upgrade to see in full],This re [Upgrade to see in full],2/26/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Jasmine [Upgrade to see in full],this ha [Upgrade to see in full],8/27/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Tracy H [Upgrade to see in full],Be prep [Upgrade to see in full],2/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
D T.,Shockin [Upgrade to see in full],2/16/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Mars L.,Amazing [Upgrade to see in full],4/29/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Yejide  [Upgrade to see in full],"Go now, [Upgrade to see in full]",1/24/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
Emily M [Upgrade to see in full],My husb [Upgrade to see in full],12/11/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],Belle Harlem
